Date,6473_Qm,6473_Qs,6456_Qm,6456_Qs,6479_Qm,6479_Qs,6491_Qm,6491_Qs,6490_Qm,6490_Qs,6497_Qm,6497_Qs,6487_Qm,6487_Qs,6551_Qm,6551_Qs,6478_Qm,6478_Qs,6564_Qm,6564_Qs,6488_Qm,6488_Qs
19680820,366.000,353.703,177.000,39.225,93.100,19.827,35.000,16.063,20.600,5.678,26.500,25.854,10.700,2.152,-99.000,5.019,-99.000,1.041,-99.000,3.253,-99.000,.516
19680821,374.000,334.972,162.000,30.986,83.400,15.186,42.200,16.468,19.800,5.990,24.000,33.467,9.900,2.358,-99.000,3.189,-99.000,.578,-99.000,6.144,-99.000,1.045
19680822,390.000,340.489,151.000,24.965,75.900,12.114,38.600,24.256,18.200,8.944,27.500,46.064,9.500,3.931,-99.000,2.447,-99.000,.717,-99.000,10.182,-99.000,2.147
19680823,398.000,382.581,148.000,37.484,71.100,19.270,42.200,57.658,18.200,20.688,35.000,79.778,9.500,10.217,-99.000,16.356,-99.000,9.113,-99.000,25.370,-99.000,5.446
19680824,394.000,537.700,151.000,122.058,71.100,53.055,56.100,220.628,21.400,61.386,59.600,150.446,9.900,38.157,-99.000,93.227,-99.000,35.240,-99.000,66.465,-99.000,19.264
19680825,430.000,887.949,173.000,308.686,81.400,118.447,146.000,321.017,24.600,93.467,96.500,182.419,10.300,56.867,-99.000,162.923,-99.000,60.055,-99.000,87.268,-99.000,25.500
19680826,530.000,1371.822,290.000,457.087,133.000,198.454,258.000,367.448,32.900,119.047,123.000,198.654,19.600,68.444,-99.000,145.206,-99.000,47.641,-99.000,109.040,-99.000,29.269
19680827,804.000,1778.581,522.000,471.332,332.000,221.166,391.000,388.671,126.000,110.810,123.000,198.552,42.000,69.184,-99.000,107.629,-99.000,33.266,-99.000,91.514,-99.000,28.802
19680828,1530.000,1984.560,428.000,406.999,282.000,198.212,427.000,360.594,140.000,90.294,113.000,186.007,45.000,62.222,-99.000,72.847,-99.000,22.106,-99.000,71.090,-99.000,25.039
19680829,1870.000,1954.404,361.000,308.622,225.000,155.095,305.000,297.414,85.900,65.279,86.500,162.684,42.000,49.785,-99.000,37.189,-99.000,9.818,-99.000,48.201,-99.000,19.180
19680830,1490.000,1760.686,311.000,217.955,181.000,111.120,216.000,235.847,61.400,43.504,68.400,141.290,33.000,38.038,-99.000,22.265,-99.000,5.120,-99.000,29.697,-99.000,13.973
19680831,1120.000,1501.894,265.000,148.459,152.000,75.477,176.000,183.636,50.000,27.240,52.000,120.982,23.400,28.530,-99.000,12.430,-99.000,2.341,-99.000,16.580,-99.000,10.007
19680901,972.000,1243.745,236.000,99.771,128.000,50.093,160.000,141.563,41.600,16.141,45.000,103.159,21.800,20.646,-99.000,6.867,-99.000,1.132,-99.000,8.517,-99.000,6.806
19680902,832.000,1020.936,214.000,67.868,111.000,33.893,147.000,108.602,37.000,9.709,39.800,88.721,19.600,14.794,-99.000,3.963,-99.000,.614,-99.000,4.917,-99.000,4.586
19680903,706.000,836.125,197.000,46.889,97.000,23.668,126.000,81.058,32.900,5.753,35.800,74.900,17.500,9.474,-99.000,2.432,-99.000,.373,-99.000,2.624,-99.000,2.480
19680904,626.000,683.549,181.000,33.238,91.200,17.078,120.000,57.967,31.000,3.575,33.000,62.384,15.400,5.171,-99.000,1.596,-99.000,.253,-99.000,1.545,-99.000,.905
19680905,566.000,558.588,165.000,24.472,81.400,12.734,105.000,39.572,28.100,2.334,31.100,51.602,14.000,2.613,-99.000,1.117,-99.000,.189,-99.000,.994,-99.000,.377
19680906,515.000,464.136,158.000,63.222,77.500,28.115,99.000,36.192,27.200,15.293,29.800,44.425,13.000,15.033,-99.000,62.278,-99.000,37.332,-99.000,24.518,-99.000,6.871
19680907,475.000,406.594,165.000,210.407,77.500,75.747,90.000,50.807,26.200,42.724,28.500,41.149,13.000,28.491,-99.000,133.753,-99.000,48.822,-99.000,48.785,-99.000,11.890
19680908,450.000,400.103,223.000,358.632,87.200,132.635,90.000,61.264,26.200,58.669,28.500,38.113,14.000,32.633,-99.000,138.337,-99.000,44.316,-99.000,56.621,-99.000,12.654
19680909,440.000,464.588,350.000,419.757,120.000,184.344,96.000,68.766,28.100,68.251,28.000,37.222,16.800,31.591,-99.000,101.215,-99.000,30.292,-99.000,65.594,-99.000,11.877
19680910,450.000,643.764,379.000,578.983,141.000,267.462,100.000,119.235,33.900,95.695,32.400,53.487,20.300,48.018,-99.000,181.980,-99.000,68.508,-99.000,92.455,-99.000,19.872
19680911,664.000,895.721,448.000,588.893,197.000,289.664,110.000,123.889,53.800,87.557,41.400,52.448,25.800,43.424,-99.000,113.336,-99.000,38.381,-99.000,74.981,-99.000,16.513
19680912,846.000,1072.554,681.000,471.221,328.000,250.064,105.000,102.153,50.000,65.023,35.000,45.325,33.000,33.708,-99.000,48.618,-99.000,13.909,-99.000,51.251,-99.000,12.034
19680913,930.000,1150.716,633.000,466.266,339.000,257.133,96.000,115.885,45.200,70.907,32.400,50.603,33.000,38.609,-99.000,93.525,-99.000,35.764,-99.000,66.151,-99.000,15.017
19680914,1130.000,1158.262,595.000,475.377,367.000,269.354,94.500,106.915,66.800,69.982,35.000,46.683,33.000,34.314,-99.000,81.523,-99.000,29.268,-99.000,63.403,-99.000,12.617
19680915,1100.000,1111.526,633.000,415.649,404.000,243.731,108.000,86.237,68.200,56.774,33.700,39.950,33.000,26.973,-99.000,42.616,-99.000,12.911,-99.000,47.256,-99.000,9.358
19680916,1090.000,1036.174,536.000,322.465,351.000,196.888,105.000,71.917,44.000,42.686,29.800,40.826,29.000,21.269,-99.000,19.866,-99.000,4.515,-99.000,33.965,-99.000,7.197
19680917,1100.000,982.572,454.000,311.332,299.000,186.503,99.000,112.004,48.800,51.253,36.600,57.965,25.800,31.925,-99.000,55.110,-99.000,22.588,-99.000,48.181,-99.000,13.040
19680918,1000.000,970.943,428.000,334.088,288.000,183.469,102.000,134.443,46.300,59.413,66.200,62.508,24.200,38.849,-99.000,67.564,-99.000,24.077,-99.000,53.698,-99.000,15.473
19680919,937.000,971.837,480.000,335.771,328.000,166.204,128.000,121.136,50.000,51.831,49.000,56.797,27.400,33.810,-99.000,88.374,-99.000,28.518,-99.000,42.157,-99.000,12.486
19680920,944.000,947.706,529.000,286.726,343.000,135.819,117.000,100.275,50.000,38.359,42.200,49.883,32.000,26.642,-99.000,51.544,-99.000,13.805,-99.000,28.421,-99.000,9.335
19680921,1000.000,884.631,474.000,214.639,285.000,101.435,105.000,84.082,45.200,25.609,36.600,43.453,31.000,19.918,-99.000,27.497,-99.000,5.721,-99.000,17.003,-99.000,6.545
19680922,1030.000,791.739,403.000,148.816,238.000,70.752,93.000,66.101,40.500,15.523,31.800,37.363,28.200,13.890,-99.000,13.914,-99.000,2.293,-99.000,8.624,-99.000,4.193
19680923,951.000,702.941,344.000,101.365,206.000,48.322,87.000,66.227,37.000,10.936,29.800,43.240,25.000,11.393,-99.000,7.295,-99.000,1.062,-99.000,6.968,-99.000,3.680
19680924,846.000,637.723,295.000,86.289,175.000,38.639,84.200,91.331,33.900,14.167,29.800,50.605,24.200,16.448,-99.000,15.311,-99.000,5.464,-99.000,13.591,-99.000,6.705
19680925,769.000,608.160,265.000,86.372,158.000,36.977,102.000,99.694,32.000,20.916,34.400,52.868,22.600,19.027,-99.000,16.476,-99.000,5.929,-99.000,21.252,-99.000,7.594
19680926,727.000,620.584,255.000,150.836,158.000,65.807,105.000,101.288,40.500,46.183,35.800,53.933,22.600,29.179,-99.000,59.453,-99.000,26.093,-99.000,51.142,-99.000,12.128
19680927,748.000,712.146,322.000,358.091,219.000,157.120,100.000,106.587,79.800,94.598,33.000,58.684,23.400,47.958,-99.000,127.867,-99.000,53.495,-99.000,97.810,-99.000,19.849
19680928,860.000,1062.542,522.000,966.744,336.000,395.780,104.000,184.989,130.000,199.239,51.000,93.072,39.000,100.995,-99.000,358.989,-99.000,137.370,-99.000,196.557,-99.000,42.406
19680929,1070.000,1631.653,1140.000,1066.331,426.000,478.334,142.000,189.350,155.000,190.945,83.000,93.553,110.000,94.142,-99.000,200.543,-99.000,70.151,-99.000,164.830,-99.000,36.238
19680930,1940.000,2017.837,920.000,844.700,396.000,419.931,176.000,156.736,110.000,142.887,66.200,82.360,120.000,75.025,-99.000,92.139,-99.000,32.798,-99.000,115.512,-99.000,27.513
19681001,2340.000,2030.151,657.000,586.007,328.000,316.197,144.000,120.060,89.000,97.851,49.000,69.475,84.400,57.304,-99.000,36.206,-99.000,9.770,-99.000,75.576,-99.000,20.170
19681002,1830.000,1797.253,565.000,389.464,299.000,223.367,123.000,88.679,82.900,65.073,41.400,57.842,69.000,42.825,-99.000,15.306,-99.000,3.300,-99.000,48.549,-99.000,14.381
19681003,1480.000,1627.992,595.000,645.265,328.000,313.705,111.000,97.143,79.800,106.515,38.200,67.648,62.000,63.058,-99.000,239.723,-99.000,96.576,-99.000,107.512,-99.000,24.464
19681004,1320.000,1650.002,2250.000,1130.629,1340.000,505.908,122.000,104.242,184.000,148.653,44.000,67.940,65.000,76.901,-99.000,330.295,-99.000,120.820,-99.000,141.446,-99.000,29.486
19681005,1650.000,1784.316,2220.000,1094.168,1280.000,528.751,168.000,92.751,168.000,131.423,52.000,61.486,81.100,66.012,-99.000,166.784,-99.000,57.016,-99.000,112.401,-99.000,23.732
19681006,3740.000,1838.762,1200.000,824.451,700.000,434.738,140.000,74.939,119.000,97.379,45.000,53.158,74.500,52.050,-99.000,68.654,-99.000,22.541,-99.000,78.369,-99.000,17.835
19681007,2710.000,1726.431,773.000,571.674,444.000,322.524,132.000,57.481,85.900,67.946,36.600,45.204,61.000,40.188,-99.000,27.404,-99.000,7.230,-99.000,52.567,-99.000,13.161
19681008,1900.000,1499.558,595.000,387.684,328.000,228.941,111.000,42.362,73.700,45.928,32.400,37.999,47.000,30.536,-99.000,12.029,-99.000,2.621,-99.000,34.075,-99.000,9.479
19681009,1450.000,1252.705,480.000,293.406,278.000,173.404,104.000,39.057,69.600,35.673,31.800,37.277,44.000,27.497,-99.000,24.150,-99.000,11.776,-99.000,28.012,-99.000,8.938
19681010,1210.000,1034.033,360.000,227.288,231.000,130.709,94.500,34.048,54.500,26.712,30.400,33.597,39.000,22.215,-99.000,19.963,-99.000,7.667,-99.000,19.966,-99.000,6.822
19681011,1070.000,853.736,285.000,173.020,172.000,97.013,71.500,27.126,51.700,18.898,23.800,28.996,29.000,17.075,-99.000,11.830,-99.000,3.143,-99.000,13.087,-99.000,4.877
19681012,846.000,707.602,232.000,128.616,123.000,70.827,60.100,20.040,-99.000,12.660,22.900,24.469,25.800,12.724,-99.000,6.609,-99.000,1.408,-99.000,7.901,-99.000,3.316
19681013,673.000,588.815,207.000,94.201,97.800,51.022,59.500,13.975,-99.000,8.074,24.800,20.619,22.600,9.241,-99.000,3.811,-99.000,.715,-99.000,4.350,-99.000,2.123
19681014,588.000,491.572,206.000,68.908,93.200,36.630,58.800,9.355,-99.000,5.080,23.800,17.283,21.000,6.629,-99.000,2.337,-99.000,.412,-99.000,2.429,-99.000,1.284
19681015,476.000,411.662,194.000,50.599,86.600,26.281,58.800,6.233,-99.000,3.275,24.300,14.367,20.300,4.549,-99.000,1.533,-99.000,.268,-99.000,1.462,-99.000,.639
19681016,448.000,345.990,174.000,37.371,83.200,18.899,60.100,4.139,-99.000,2.195,22.900,11.734,18.200,3.034,-99.000,1.076,-99.000,.195,-99.000,.945,-99.000,.305
19681017,432.000,292.162,164.000,28.269,72.500,14.094,58.800,2.780,-99.000,1.528,22.900,9.550,18.200,1.972,-99.000,.804,-99.000,.156,-99.000,.690,-99.000,.161
19681018,460.000,248.186,153.000,21.946,66.500,10.826,53.000,1.928,-99.000,1.165,22.900,7.758,16.800,1.339,-99.000,.637,-99.000,.136,-99.000,.641,-99.000,.148
19681019,493.000,212.312,146.000,17.099,57.200,8.340,52.400,1.382,-99.000,.905,21.500,6.237,15.400,.812,-99.000,.532,-99.000,.125,-99.000,.525,-99.000,.101
19681020,456.000,183.007,130.000,13.404,52.900,6.503,45.600,1.021,-99.000,.733,19.100,4.920,14.000,.497,-99.000,.467,-99.000,.119,-99.000,.423,-99.000,.073
19681021,436.000,158.991,118.000,10.570,47.800,5.150,43.300,.777,-99.000,.610,18.100,3.766,13.000,.319,-99.000,.426,-99.000,.116,-99.000,.346,-99.000,.055
19681022,417.000,139.275,110.000,8.398,46.500,4.153,52.400,.686,-99.000,.514,22.600,3.512,12.000,.221,-99.000,.401,-99.000,.115,-99.000,.290,-99.000,.043
19681023,382.000,122.998,102.000,6.799,42.200,3.409,51.700,.666,-99.000,.444,21.700,3.168,12.000,.171,-99.000,.387,-99.000,.115,-99.000,.261,-99.000,.042
19681024,363.000,109.479,94.500,5.620,41.600,2.842,42.200,.674,-99.000,.383,20.000,2.605,12.000,.136,-99.000,.379,-99.000,.115,-99.000,.231,-99.000,.036
19681025,340.000,98.176,87.100,4.720,33.200,2.402,30.700,.668,-99.000,.335,16.200,2.009,11.500,.112,-99.000,.374,-99.000,.115,-99.000,.205,-99.000,.033
19681026,297.000,88.673,84.900,4.013,32.100,2.055,30.700,.633,-99.000,.296,14.300,1.477,11.100,.095,-99.000,.372,-99.000,.115,-99.000,.183,-99.000,.030
19681027,256.000,80.633,82.600,3.451,31.000,1.779,28.400,.579,-99.000,.265,14.300,1.055,11.500,.084,-99.000,.371,-99.000,.115,-99.000,.164,-99.000,.028
19681028,220.000,73.750,80.400,3.007,29.900,1.556,28.400,.519,-99.000,.239,14.300,.751,11.100,.075,-99.000,.371,-99.000,.115,-99.000,.150,-99.000,.027
19681029,207.000,67.792,78.200,2.654,28.800,1.376,24.200,.461,-99.000,.217,15.300,.551,10.300,.070,-99.000,.370,-99.000,.115,-99.000,.139,-99.000,.026
19681030,183.000,62.589,75.900,2.374,27.700,1.228,25.900,.411,-99.000,.199,14.800,.422,9.500,.066,-99.000,.370,-99.000,.115,-99.000,.131,-99.000,.025
19681031,174.000,58.034,73.700,2.298,26.600,1.194,26.600,.370,-99.000,.183,15.300,.336,8.700,.063,-99.000,.370,-99.000,.115,-99.000,.124,-99.000,.024
19681101,178.000,54.008,71.400,2.243,25.500,1.117,27.900,.336,-99.000,.170,15.300,.278,7.900,.060,-99.000,.370,-99.000,.115,-99.000,.119,-99.000,.024
19681102,169.000,50.431,69.200,2.296,24.400,1.067,23.400,.309,-99.000,.159,14.300,.233,7.900,.059,-99.000,.370,-99.000,.115,-99.000,.116,-99.000,.024
19681103,199.000,48.140,67.000,2.576,23.400,1.021,23.500,13.004,-99.000,.906,16.200,5.873,7.900,2.905,-99.000,.370,-99.000,.115,-99.000,.411,-99.000,2.221
19681104,223.000,46.477,64.700,2.575,22.300,.968,21.800,31.468,-99.000,1.385,15.300,11.089,6.300,5.274,-99.000,.370,-99.000,.115,-99.000,.380,-99.000,2.784
19681105,235.000,46.401,62.500,2.450,21.200,.918,21.600,36.050,-99.000,1.398,16.200,12.743,6.300,5.193,-99.000,.370,-99.000,.115,-99.000,.289,-99.000,2.283
19681106,248.000,51.119,60.200,8.861,20.100,3.874,29.300,58.768,-99.000,3.783,17.200,22.780,6.300,8.848,-99.000,4.047,-99.000,.115,-99.000,5.807,-99.000,4.287
19681107,178.000,67.225,58.000,25.349,19.000,12.474,18.200,65.976,-99.000,8.029,16.200,25.579,7.100,9.576,-99.000,3.052,-99.000,.115,-99.000,10.390,-99.000,4.130
19681108,164.000,99.698,55.800,39.644,17.900,21.392,14.400,59.000,-99.000,10.414,9.600,23.936,6.190,8.132,-99.000,1.634,-99.000,.115,-99.000,10.000,-99.000,3.196
19681109,162.000,140.174,53.500,43.297,16.800,24.612,12.900,48.121,-99.000,9.781,12.000,20.950,5.980,6.279,-99.000,.981,-99.000,.115,-99.000,7.688,-99.000,2.311
19681110,161.000,171.942,53.100,39.160,15.700,22.951,13.300,37.719,-99.000,7.750,15.300,17.817,5.770,4.566,-99.000,.671,-99.000,.115,-99.000,5.284,-99.000,1.563
19681111,160.000,187.022,49.100,32.080,14.600,19.135,13.600,28.986,-99.000,5.619,14.300,14.983,5.560,3.151,-99.000,.517,-99.000,.115,-99.000,3.378,-99.000,.973
19681112,158.000,187.772,46.800,25.058,13.500,15.066,14.000,22.066,-99.000,3.915,14.100,12.567,5.350,2.094,-99.000,.440,-99.000,.115,-99.000,2.117,-99.000,.558
19681113,156.000,181.283,44.600,24.078,13.500,15.202,14.400,35.644,-99.000,4.814,13.900,16.676,5.140,7.390,-99.000,.401,-99.000,.115,-99.000,1.902,-99.000,3.717
19681114,155.000,174.812,42.400,23.032,13.500,14.694,14.700,49.363,-99.000,4.418,13.700,16.732,4.930,9.732,-99.000,.383,-99.000,.115,-99.000,1.345,-99.000,4.138
19681115,154.000,172.506,40.100,20.797,13.500,13.138,15.100,49.645,-99.000,3.523,13.200,14.624,4.780,8.926,-99.000,.375,-99.000,.115,-99.000,.940,-99.000,3.379
19681116,152.000,174.032,37.900,17.942,13.500,11.001,15.400,42.875,-99.000,2.647,12.600,12.414,4.620,7.278,-99.000,.372,-99.000,.115,-99.000,.672,-99.000,2.561
19681117,150.000,175.788,35.600,14.979,13.500,8.852,15.800,34.898,-99.000,1.948,12.100,10.480,4.470,5.706,-99.000,.371,-99.000,.115,-99.000,.493,-99.000,1.895
19681118,149.000,174.030,33.400,12.246,13.400,6.964,16.200,27.807,-99.000,1.423,11.600,8.837,4.310,4.399,-99.000,.373,-99.000,.115,-99.000,.370,-99.000,1.385
19681119,153.000,167.296,34.200,9.928,13.400,5.426,16.500,22.016,-99.000,1.040,11.100,7.457,4.160,3.372,-99.000,.379,-99.000,.115,-99.000,.284,-99.000,1.004
19681120,158.000,156.423,34.900,8.010,13.400,4.205,16.900,17.357,8.940,.763,10.500,6.284,4.000,2.545,-99.000,.387,-99.000,.115,-99.000,.226,-99.000,.703
19681121,162.000,143.208,35.700,6.468,13.400,3.263,17.300,13.642,8.710,.564,10.000,5.292,3.850,1.892,-99.000,.403,-99.000,.115,-99.000,.185,-99.000,.474
19681122,167.000,129.317,36.400,5.254,13.400,2.561,17.600,10.696,8.470,.423,9.490,4.455,3.700,1.380,-99.000,.411,-99.000,.115,-99.000,.158,-99.000,.307
19681123,171.000,115.865,37.200,4.311,13.400,2.056,18.000,8.311,8.240,.329,8.960,3.721,3.540,.967,-99.000,.423,-99.000,.122,-99.000,.142,-99.000,.177
19681124,176.000,103.452,37.900,3.576,13.400,1.691,18.300,6.364,8.000,.266,8.430,3.076,3.390,.664,-99.000,.437,-99.000,.133,-99.000,.131,-99.000,.108
19681125,180.000,92.314,38.700,3.034,13.200,1.422,18.700,4.867,7.770,.222,7.910,2.561,3.230,.462,-99.000,.451,-99.000,.145,-99.000,.127,-99.000,.072
19681126,185.000,82.468,39.400,2.615,13.000,1.223,19.100,3.689,7.530,.193,7.380,2.089,3.080,.320,-99.000,.465,-99.000,.156,-99.000,.131,-99.000,.051
19681127,189.000,73.845,40.200,2.314,12.800,1.073,19.400,2.794,7.300,.173,6.850,1.686,2.820,.228,-99.000,.478,-99.000,.165,-99.000,.129,-99.000,.039
19681128,194.000,66.328,40.900,2.093,12.600,.959,19.800,2.142,7.070,.160,6.330,1.372,2.560,.170,-99.000,.490,-99.000,.171,-99.000,.128,-99.000,.032
19681129,198.000,59.775,41.700,1.931,12.400,.875,19.000,1.664,6.830,.152,5.800,1.120,2.300,.131,-99.000,.501,-99.000,.176,-99.000,.134,-99.000,.028
19681130,203.000,54.066,40.400,1.823,12.200,.818,18.300,1.303,6.600,.147,5.770,.923,2.040,.105,-99.000,.509,-99.000,.178,-99.000,.146,-99.000,.026
19681201,207.000,49.092,39.100,1.758,12.000,.785,17.500,1.021,6.360,.146,5.740,.770,2.030,.088,-99.000,.516,-99.000,.179,-99.000,.163,-99.000,.025
19681202,204.000,44.757,37.800,1.736,11.800,.775,16.800,.800,6.130,.151,5.710,.651,2.020,.080,-99.000,.520,-99.000,.180,-99.000,.184,-99.000,.028
19681203,200.000,40.974,36.500,1.752,11.700,.788,16.000,.631,5.890,.161,5.680,.559,2.000,.080,-99.000,.523,-99.000,.180,-99.000,.206,-99.000,.034
19681204,197.000,37.664,35.100,1.801,11.500,.823,15.300,.505,5.660,.176,5.650,.486,1.990,.087,-99.000,.525,-99.000,.180,-99.000,.226,-99.000,.042
19681205,194.000,34.760,33.800,1.879,11.300,.881,14.500,.412,5.430,.197,5.620,.427,1.980,.100,-99.000,.526,-99.000,.180,-99.000,.246,-99.000,.052
19681206,191.000,32.209,32.500,1.980,11.100,.957,13.800,.345,5.190,.221,5.590,.379,1.970,.118,-99.000,.526,-99.000,.180,-99.000,.265,-99.000,.062
19681207,187.000,29.968,31.200,2.097,10.900,1.044,13.000,.297,4.960,.246,5.570,.339,1.960,.139,-99.000,.526,-99.000,.180,-99.000,.282,-99.000,.071
19681208,184.000,27.990,29.900,2.222,10.700,1.136,12.300,.265,4.720,.271,5.540,.306,1.940,.161,-99.000,.526,-99.000,.180,-99.000,.296,-99.000,.078
19681209,181.000,26.240,28.600,2.345,10.500,1.223,11.500,.244,4.490,.293,5.510,.279,1.930,.181,-99.000,.526,-99.000,.180,-99.000,.308,-99.000,.084
19681210,177.000,24.692,27.300,2.460,10.300,1.302,10.800,.235,4.250,.313,5.480,.261,1.920,.198,-99.000,.527,-99.000,.180,-99.000,.317,-99.000,.088
19681211,174.000,23.320,26.000,2.561,10.100,1.370,10.000,.237,4.020,.329,5.450,.249,1.870,.212,-99.000,.527,-99.000,.180,-99.000,.324,-99.000,.091
19681212,171.000,22.103,24.600,2.647,9.900,1.426,9.280,.250,3.900,.343,5.420,.243,1.810,.222,-99.000,.527,-99.000,.180,-99.000,.328,-99.000,.093
19681213,167.000,21.023,23.300,2.718,9.710,1.471,8.520,.275,3.780,.353,5.390,.242,1.760,.230,-99.000,.527,-99.000,.180,-99.000,.331,-99.000,.095
19681214,164.000,20.063,22.000,2.774,9.510,1.506,7.770,.312,3.660,.361,5.360,.244,1.700,.236,-99.000,.527,-99.000,.180,-99.000,.333,-99.000,.096
19681215,161.000,19.208,20.700,2.818,9.320,1.534,7.020,.358,3.540,.367,5.160,.248,1.650,.241,-99.000,.527,-99.000,.180,-99.000,.335,-99.000,.097
19681216,158.000,18.446,19.400,2.852,9.190,1.555,6.800,.410,3.420,.371,4.960,.252,1.590,.245,-99.000,.527,-99.000,.180,-99.000,.336,-99.000,.097
19681217,154.000,17.765,18.800,2.878,9.060,1.572,6.580,.462,3.300,.374,4.750,.256,1.540,.248,-99.000,.527,-99.000,.180,-99.000,.336,-99.000,.098
19681218,151.000,17.155,18.200,2.898,8.920,1.584,6.370,.511,3.180,.376,4.550,.260,1.480,.250,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.098
19681219,146.000,16.611,17.600,2.913,8.790,1.593,6.150,.554,3.060,.377,4.350,.264,1.430,.251,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.099
19681220,141.000,16.125,17.100,2.924,8.660,1.599,5.930,.590,2.940,.378,4.150,.269,1.370,.253,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.099
19681221,136.000,15.704,16.500,2.932,8.530,1.604,5.710,.619,2.820,.378,3.950,.278,1.320,.254,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.099
19681222,131.000,15.345,15.900,2.938,8.400,1.607,5.490,.643,2.700,.379,3.750,.289,1.260,.255,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.099
19681223,126.000,15.043,15.300,2.943,8.260,1.610,5.280,.664,2.580,.379,3.540,.299,1.210,.255,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681224,121.000,14.795,14.700,2.946,8.130,1.611,5.060,.680,2.460,.379,3.340,.310,1.150,.256,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681225,116.000,14.597,14.100,2.948,8.000,1.613,4.840,.692,2.340,.379,3.140,.319,1.100,.256,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681226,111.000,14.444,13.500,2.950,7.870,1.614,4.620,.702,2.220,.379,2.940,.327,1.040,.257,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681227,106.000,14.329,12.900,2.951,7.740,1.614,4.400,.710,2.100,.379,2.740,.334,.990,.257,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681228,100.000,14.247,12.400,2.952,7.610,1.615,4.180,.713,1.980,.379,2.540,.340,.930,.257,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681229,95.400,14.190,11.800,2.953,7.470,1.615,3.970,.717,1.860,.379,2.330,.345,.880,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681230,90.400,14.152,11.200,2.954,7.340,1.616,3.750,.720,1.800,.380,2.130,.350,.820,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19681231,85.300,14.126,10.600,2.954,7.210,1.616,3.530,.724,1.730,.380,1.930,.354,.770,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690101,81.300,14.105,10.500,2.954,7.000,1.616,3.370,.727,1.660,.380,1.900,.358,.760,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690102,77.200,14.085,10.300,2.955,6.790,1.616,3.210,.730,1.600,.380,1.870,.361,.760,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690103,73.200,14.060,10.200,2.955,6.580,1.616,3.050,.732,1.540,.380,1.840,.363,.750,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690104,69.200,14.027,10.100,2.955,6.370,1.616,2.880,.734,1.470,.380,1.810,.366,.740,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690105,65.200,13.984,9.920,2.955,6.160,1.616,2.720,.735,1.400,.380,1.780,.368,.740,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690106,61.100,13.930,9.790,2.955,5.950,1.616,2.560,.736,1.340,.380,1.760,.370,.730,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690107,57.100,13.866,9.650,2.955,5.740,1.616,2.400,.737,1.280,.380,1.730,.372,.730,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690108,53.100,13.790,9.520,2.956,5.540,1.616,2.240,.738,1.210,.380,1.700,.373,.720,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690109,49.100,13.706,9.380,2.956,5.330,1.616,2.080,.738,1.140,.380,1.670,.374,.710,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690110,45.100,13.614,9.250,2.956,5.120,1.616,1.920,.739,1.080,.380,1.640,.376,.710,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690111,41.000,13.516,9.110,2.956,4.910,1.616,1.760,.739,1.020,.380,1.610,.377,.700,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690112,37.000,13.413,8.980,2.956,4.700,1.616,1.590,.739,.950,.380,1.580,.378,.670,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690113,33.000,13.307,8.840,2.956,4.490,1.616,1.430,.740,.870,.380,1.550,.378,.640,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690114,28.900,13.199,8.710,2.956,4.280,1.616,1.270,.740,.790,.380,1.510,.379,.610,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19690115,24.900,13.090,8.570,2.956,4.230,1.616,1.110,.740,.710,.380,1.480,.380,.580,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
