Date,6473_Qm,6473_Qs,6456_Qm,6456_Qs,6479_Qm,6479_Qs,6491_Qm,6491_Qs,6490_Qm,6490_Qs,6497_Qm,6497_Qs,6487_Qm,6487_Qs,6551_Qm,6551_Qs,6478_Qm,6478_Qs,6564_Qm,6564_Qs,6488_Qm,6488_Qs
19660101,41.900,4829.972,6.820,9122.446,3.590,4121.771,2.990,1925.435,.400,1205.306,1.050,772.433,.590,694.832,-99.000,3220.458,-99.000,927.032,-99.000,1291.760,-99.000,326.583
19660102,40.500,14810.169,6.560,9304.331,3.520,4941.112,2.970,2067.401,.390,1215.846,1.020,852.283,.570,660.066,-99.000,1413.114,-99.000,431.368,-99.000,1098.878,-99.000,280.384
19660103,39.100,16817.785,6.300,6353.135,3.440,3801.643,2.960,1688.727,.380,885.160,1.000,753.734,.550,527.020,-99.000,514.114,-99.000,172.767,-99.000,769.195,-99.000,216.786
19660104,37.800,14279.585,6.040,4162.304,3.370,2699.048,2.940,1338.579,.360,616.795,.970,650.860,.530,415.713,-99.000,195.143,-99.000,69.664,-99.000,528.459,-99.000,166.809
19660105,36.400,11195.092,5.770,2792.156,3.290,1903.750,2.920,1059.395,.350,428.527,.950,561.482,.500,328.082,-99.000,80.004,-99.000,28.940,-99.000,363.220,-99.000,128.363
19660106,35.000,8674.384,5.510,1929.936,3.220,1354.466,2.900,839.712,.340,298.582,.920,485.075,.480,259.301,-99.000,35.602,-99.000,12.528,-99.000,250.279,-99.000,98.815
19660107,33.600,6778.063,5.250,1368.679,3.140,974.538,2.880,666.780,.330,208.854,.900,419.772,.460,205.198,-99.000,17.037,-99.000,5.634,-99.000,172.960,-99.000,76.072
19660108,32.200,5365.118,4.980,991.651,3.070,709.266,2.870,530.482,.320,146.745,.880,363.860,.440,162.625,-99.000,8.774,-99.000,2.638,-99.000,119.933,-99.000,58.582
19660109,30.800,4301.690,4.720,731.686,2.990,522.002,2.850,422.942,.310,103.613,.850,315.935,.420,129.090,-99.000,4.873,-99.000,1.316,-99.000,83.469,-99.000,45.132
19660110,29.400,3489.983,4.460,548.481,2.920,388.329,2.830,337.980,.300,73.556,.830,274.783,.400,102.661,-99.000,2.906,-99.000,.707,-99.000,58.335,-99.000,34.798
19660111,28.000,2861.766,4.190,416.906,2.840,291.850,2.810,270.629,.290,52.519,.800,239.340,.370,81.755,-99.000,1.858,-99.000,.424,-99.000,40.948,-99.000,26.832
19660112,26.600,2369.352,3.930,320.704,2.770,221.351,2.790,217.139,.270,37.700,.780,208.766,.350,65.204,-99.000,1.271,-99.000,.282,-99.000,28.841,-99.000,20.695
19660113,25.300,1979.053,3.910,249.314,2.690,169.288,2.780,174.573,.260,27.199,.750,182.346,.330,52.076,-99.000,.928,-99.000,.206,-99.000,20.370,-99.000,15.965
19660114,23.900,1666.717,3.890,195.641,2.620,130.474,2.760,140.661,.250,19.732,.730,159.506,.320,41.637,-99.000,.719,-99.000,.164,-99.000,14.444,-99.000,12.311
19660115,22.500,1414.607,3.860,154.867,2.540,101.303,2.740,113.576,.240,14.418,.700,139.710,.310,33.334,-99.000,.588,-99.000,.140,-99.000,10.308,-99.000,9.493
19660116,21.100,1209.466,3.840,123.594,2.470,79.204,2.670,91.935,.230,10.614,.680,122.525,.300,26.757,-99.000,.505,-99.000,.127,-99.000,7.401,-99.000,7.337
19660117,20.700,1041.294,3.820,99.242,2.410,62.236,2.610,74.501,.220,7.836,.670,107.549,.300,21.460,-99.000,.453,-99.000,.120,-99.000,5.281,-99.000,5.646
19660118,20.300,902.500,3.800,80.216,2.350,49.191,2.540,60.553,.210,5.818,.670,94.557,.290,17.258,-99.000,.419,-99.000,.117,-99.000,3.792,-99.000,4.358
19660119,19.900,787.218,3.780,65.217,2.300,39.084,2.480,49.320,.200,4.337,.660,83.215,.280,13.895,-99.000,.398,-99.000,.115,-99.000,2.717,-99.000,3.361
19660120,19.500,690.876,3.760,53.334,2.240,31.228,2.410,40.235,.180,3.247,.650,73.300,.270,11.192,-99.000,.385,-99.000,.114,-99.000,1.952,-99.000,2.586
19660121,19.100,609.907,3.730,43.878,2.180,25.105,2.350,32.917,.170,2.446,.640,64.654,.260,9.036,-99.000,.378,-99.000,.114,-99.000,1.412,-99.000,1.995
19660122,18.700,541.496,3.710,36.298,2.120,20.299,2.280,26.974,.160,1.853,.640,57.073,.260,7.293,-99.000,.374,-99.000,.114,-99.000,1.024,-99.000,1.532
19660123,18.300,483.396,3.690,30.198,2.060,16.507,2.220,22.147,.150,1.414,.630,50.429,.250,5.894,-99.000,.371,-99.000,.114,-99.000,.749,-99.000,1.176
19660124,18.000,433.797,3.670,25.217,2.010,13.469,2.150,18.159,.140,1.093,.620,44.568,.240,4.720,-99.000,.370,-99.000,.114,-99.000,.552,-99.000,.876
19660125,17.600,391.239,3.650,21.162,1.950,11.044,2.090,14.898,.130,.855,.620,39.425,.230,3.785,-99.000,.370,-99.000,.114,-99.000,.412,-99.000,.653
19660126,17.200,354.543,3.620,17.849,1.890,9.102,2.020,12.221,.120,.676,.610,34.887,.220,3.034,-99.000,.369,-99.000,.114,-99.000,.313,-99.000,.483
19660127,16.800,322.749,3.600,15.101,1.830,7.527,1.960,10.012,.110,.541,.600,30.886,.220,2.414,-99.000,.369,-99.000,.114,-99.000,.247,-99.000,.344
19660128,16.400,295.075,3.580,12.833,1.780,6.257,1.890,8.197,.095,.439,.590,27.358,.210,1.921,-99.000,.369,-99.000,.114,-99.000,.203,-99.000,.243
19660129,16.000,270.888,3.480,10.962,1.720,5.231,1.820,6.722,.083,.361,.590,24.262,.200,1.534,-99.000,.369,-99.000,.114,-99.000,.174,-99.000,.171
19660130,15.600,249.669,3.390,9.412,1.660,4.402,1.760,5.531,.072,.302,.580,21.540,.200,1.220,-99.000,.369,-99.000,.114,-99.000,.154,-99.000,.115
19660131,15.000,230.993,3.290,8.131,1.630,3.738,1.690,4.572,.071,.258,.570,19.145,.190,.971,-99.000,.369,-99.000,.114,-99.000,.140,-99.000,.078
19660201,14.400,214.502,3.190,7.067,1.600,3.199,1.630,3.796,.069,.224,.570,17.030,.190,.778,-99.000,.369,-99.000,.114,-99.000,.130,-99.000,.056
19660202,13.800,199.892,3.100,6.180,1.570,2.760,1.560,3.160,.068,.198,.560,15.153,.180,.627,-99.000,.369,-99.000,.114,-99.000,.124,-99.000,.043
19660203,13.300,186.898,3.000,5.441,1.540,2.399,1.500,2.629,.067,.181,.550,13.474,.170,.522,-99.000,.369,-99.000,.114,-99.000,.123,-99.000,.039
19660204,12.700,175.301,2.900,4.820,1.500,2.098,1.430,2.190,.066,.170,.550,11.994,.170,.448,-99.000,.369,-99.000,.114,-99.000,.129,-99.000,.040
19660205,12.100,164.913,2.810,4.291,1.470,1.846,1.370,1.829,.064,.164,.540,10.684,.160,.396,-99.000,.369,-99.000,.114,-99.000,.139,-99.000,.045
19660206,11.500,155.568,2.710,3.829,1.440,1.632,1.300,1.533,.063,.162,.530,9.502,.150,.360,-99.000,.369,-99.000,.114,-99.000,.151,-99.000,.054
19660207,10.900,147.122,2.610,3.437,1.410,1.448,1.270,1.285,.062,.164,.520,8.430,.150,.335,-99.000,.369,-99.000,.114,-99.000,.161,-99.000,.063
19660208,10.300,139.464,2.520,3.111,1.380,1.295,1.170,1.074,.061,.170,.520,7.465,.140,.319,-99.000,.369,-99.000,.114,-99.000,.172,-99.000,.071
19660209,9.760,132.488,2.420,2.830,1.350,1.156,1.110,.894,.059,.179,.510,6.624,.140,.309,-99.000,.369,-99.000,.114,-99.000,.179,-99.000,.078
19660210,9.180,126.114,2.320,2.594,1.320,1.041,1.040,.748,.058,.189,.500,5.922,.130,.302,-99.000,.369,-99.000,.114,-99.000,.186,-99.000,.084
19660211,8.600,120.277,2.230,2.400,1.290,.948,1.010,.639,.057,.200,.500,5.331,.120,.297,-99.000,.374,-99.000,.114,-99.000,.195,-99.000,.088
19660212,8.010,114.926,2.130,2.245,1.260,.876,.980,.565,.056,.210,.490,4.822,.120,.293,-99.000,.380,-99.000,.114,-99.000,.205,-99.000,.091
19660213,7.430,110.016,2.030,2.127,1.230,.823,.950,.520,.054,.220,.480,4.374,.110,.290,-99.000,.384,-99.000,.114,-99.000,.217,-99.000,.093
19660214,7.310,105.503,1.940,2.044,1.190,.786,.920,.498,.053,.231,.470,3.975,.100,.286,-99.000,.386,-99.000,.114,-99.000,.231,-99.000,.094
19660215,7.180,101.347,1.840,1.992,1.160,.764,.890,.493,.050,.242,.470,3.617,.098,.282,-99.000,.380,-99.000,.114,-99.000,.245,-99.000,.096
19660216,7.060,97.511,1.810,1.964,1.130,.753,.860,.502,.048,.254,.460,3.296,.091,.279,-99.000,.381,-99.000,.114,-99.000,.261,-99.000,.097
19660217,6.930,93.956,1.790,1.953,1.100,.748,.830,.521,.046,.267,.450,3.008,.085,.276,-99.000,.383,-99.000,.114,-99.000,.276,-99.000,.097
19660218,6.810,90.653,1.760,1.953,1.070,.748,.800,.549,.043,.282,.450,2.749,.079,.274,-99.000,.378,-99.000,.114,-99.000,.289,-99.000,.098
19660219,6.680,87.568,1.740,1.957,1.040,.749,.780,.580,.040,.297,.440,2.516,.072,.271,-99.000,.375,-99.000,.114,-99.000,.302,-99.000,.098
19660220,6.560,84.679,1.710,1.963,1.010,.750,.750,.612,.038,.312,.440,2.306,.066,.269,-99.000,.378,-99.000,.114,-99.000,.312,-99.000,.099
19660221,6.430,81.966,1.690,1.967,.980,.752,.720,.642,.036,.326,.430,2.118,.060,.268,-99.000,.382,-99.000,.114,-99.000,.319,-99.000,.099
19660222,6.310,79.413,1.660,1.968,.950,.753,.690,.667,.033,.338,.420,1.948,.065,.266,-99.000,.387,-99.000,.114,-99.000,.325,-99.000,.099
19660223,6.180,77.007,1.640,1.968,.920,.756,.660,.687,.028,.349,.420,1.795,.071,.265,-99.000,.392,-99.000,.114,-99.000,.329,-99.000,.099
19660224,6.060,74.731,1.610,1.967,.880,.760,.630,.702,.026,.358,.410,1.658,.076,.264,-99.000,.395,-99.000,.114,-99.000,.332,-99.000,.100
19660225,5.930,72.585,1.590,1.969,.850,.767,.600,.714,.023,.364,.410,1.534,.082,.263,-99.000,.398,-99.000,.121,-99.000,.334,-99.000,.100
19660226,5.810,70.543,1.560,1.973,.820,.777,.570,.722,.020,.369,.400,1.422,.087,.262,-99.000,.403,-99.000,.133,-99.000,.335,-99.000,.100
19660227,5.680,68.563,1.540,1.982,.790,.791,.540,.728,.020,.372,.400,1.321,.093,.262,-99.000,.413,-99.000,.145,-99.000,.336,-99.000,.100
19660228,5.560,66.696,1.510,1.995,.760,.809,.510,.732,.018,.375,.390,1.231,.098,.261,-99.000,.428,-99.000,.156,-99.000,.336,-99.000,.100
19660301,5.590,64.931,1.490,2.012,.730,.828,.500,.735,.017,.376,.370,1.149,.100,.261,-99.000,.447,-99.000,.165,-99.000,.337,-99.000,.100
19660302,5.610,63.261,1.460,2.033,.690,.851,.500,.737,.016,.377,.360,1.075,.110,.260,-99.000,.466,-99.000,.171,-99.000,.337,-99.000,.100
19660303,5.640,61.674,1.440,2.058,.660,.877,.490,.739,.016,.378,.340,1.008,.110,.260,-99.000,.483,-99.000,.175,-99.000,.337,-99.000,.100
19660304,5.660,60.161,1.410,2.087,.630,.909,.480,.740,.015,.379,.330,.948,.120,.260,-99.000,.498,-99.000,.178,-99.000,.337,-99.000,.100
19660305,5.690,58.713,1.390,2.122,.600,.948,.470,.741,.014,.379,.310,.893,.120,.259,-99.000,.509,-99.000,.179,-99.000,.337,-99.000,.100
19660306,5.710,57.321,1.360,2.165,.560,.994,.460,.741,.014,.379,.300,.844,.130,.259,-99.000,.516,-99.000,.180,-99.000,.337,-99.000,.100
19660307,5.740,55.982,1.330,2.216,.530,1.047,.460,.741,.013,.379,.280,.800,.130,.259,-99.000,.521,-99.000,.180,-99.000,.337,-99.000,.100
19660308,5.760,54.690,1.310,2.275,.500,1.103,.450,.742,.012,.379,.270,.760,.130,.259,-99.000,.523,-99.000,.180,-99.000,.337,-99.000,.100
19660309,5.790,53.441,1.280,2.341,.470,1.160,.440,.742,.011,.379,.250,.723,.140,.259,-99.000,.525,-99.000,.180,-99.000,.337,-99.000,.100
19660310,5.810,52.234,1.260,2.410,.430,1.216,.440,.742,.011,.379,.240,.690,.140,.259,-99.000,.526,-99.000,.180,-99.000,.337,-99.000,.100
19660311,5.840,51.066,1.230,2.479,.400,1.269,.430,.742,.010,.379,.220,.661,.140,.259,-99.000,.526,-99.000,.180,-99.000,.337,-99.000,.100
19660312,5.860,49.901,1.210,2.545,.400,1.318,.420,.742,.009,.379,.210,.634,.150,.259,-99.000,.526,-99.000,.180,-99.000,.337,-99.000,.100
19660313,5.890,48.778,1.180,2.607,.390,1.363,.410,.742,.008,.380,.190,.610,.150,.259,-99.000,.526,-99.000,.180,-99.000,.337,-99.000,.100
19660314,5.910,47.698,1.160,2.663,.390,1.403,.400,.742,.008,.380,.180,.588,.150,.258,-99.000,.526,-99.000,.180,-99.000,.337,-99.000,.100
19660315,5.940,46.660,1.130,2.713,.390,1.439,.400,.742,.007,.380,.160,.568,.160,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660316,7.090,45.659,1.110,2.757,.390,1.471,.390,.742,.005,.380,.170,.550,.160,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660317,8.240,44.694,1.080,2.795,.380,1.500,.400,.742,.005,.380,.170,.534,.160,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660318,9.380,43.762,1.060,2.827,.380,1.524,.410,.742,.004,.380,.180,.519,.160,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660319,10.500,42.861,1.030,2.855,.380,1.544,.420,.741,.008,.380,.180,.506,.170,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660320,11.700,41.990,1.010,2.878,.380,1.561,.440,.741,.008,.380,.190,.494,.170,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660321,12.800,41.149,.980,2.896,.370,1.575,.450,.741,.012,.380,.190,.483,.170,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660322,14.000,40.338,.960,2.911,.370,1.586,.460,.741,.016,.380,.200,.474,.180,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660323,15.100,39.554,.930,2.923,.360,1.594,.470,.741,.021,.380,.200,.465,.180,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660324,16.300,38.797,.910,2.932,.350,1.600,.480,.741,.025,.380,.210,.457,.180,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660325,17.400,38.067,.880,2.939,.340,1.605,.490,.741,.029,.380,.220,.450,.190,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660326,18.600,37.361,.890,2.944,.330,1.608,.500,.741,.033,.380,.220,.444,.190,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660327,19.700,36.679,.910,2.947,.330,1.611,.510,.741,.037,.380,.230,.438,.190,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660328,20.900,36.017,.920,2.950,.320,1.612,.530,.741,.041,.380,.230,.433,.200,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660329,22.000,35.376,.940,2.952,.310,1.614,.540,.741,.046,.380,.240,.428,.200,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660330,23.900,34.753,.950,2.953,.300,1.614,.550,.741,.050,.380,.240,.424,.200,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660331,24.300,34.082,.970,2.954,.290,1.615,.560,.741,.054,.380,.250,.420,.210,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660401,24.200,33.371,.980,2.954,.380,1.615,.600,.741,.058,.380,.250,.416,.210,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660402,24.100,33.001,1.000,2.955,.550,1.616,.650,.801,.088,.380,.260,.475,.220,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660403,24.000,32.654,1.010,2.956,1.050,1.616,.690,.831,.120,.380,.260,.515,.230,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660404,23.900,32.351,1.030,2.956,1.540,1.616,.730,.841,.150,.380,.260,.539,.240,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660405,23.800,32.183,1.040,2.956,2.130,1.616,.780,.840,.180,.380,.970,.551,.250,.258,-99.000,.527,-99.000,.180,-99.000,.337,-99.000,.100
19660406,23.600,32.174,1.520,2.956,1.720,1.616,.820,1.715,.180,.443,1.910,1.393,.260,.265,-99.000,.527,-99.000,.180,-99.000,.364,-99.000,.100
19660407,23.500,32.298,2.400,2.956,1.220,1.616,.860,3.320,.180,.481,2.280,2.060,.270,.265,-99.000,.527,-99.000,.180,-99.000,.362,-99.000,.100
19660408,23.400,32.642,2.350,2.956,.950,1.616,.910,4.690,.150,.495,2.370,2.299,.280,.264,-99.000,.527,-99.000,.180,-99.000,.355,-99.000,.100
19660409,23.300,33.339,2.130,2.956,.770,1.616,.950,5.240,.170,.489,2.390,2.295,.290,.263,-99.000,.527,-99.000,.180,-99.000,.350,-99.000,.100
19660410,23.200,34.480,1.740,2.956,.630,1.616,.960,5.131,.170,.472,2.380,2.180,.300,.262,-99.000,.527,-99.000,.180,-99.000,.346,-99.000,.100
19660411,25.900,35.890,1.670,2.956,.600,1.616,.960,4.689,.160,.452,1.600,2.017,.310,.262,-99.000,.527,-99.000,.180,-99.000,.344,-99.000,.100
19660412,28.600,37.305,1.580,2.956,.570,1.616,.970,4.183,.160,.434,1.420,2.018,.320,.261,-99.000,.527,-99.000,.180,-99.000,.342,-99.000,.100
19660413,31.400,38.397,1.500,2.956,.580,1.616,.970,3.872,.160,.419,1.240,2.332,.330,.263,-99.000,.527,-99.000,.180,-99.000,.340,-99.000,.100
19660414,34.100,38.949,1.420,3.036,.600,1.616,.980,4.287,.150,.544,1.160,3.035,.340,.433,-99.000,.527,-99.000,.180,-99.000,.395,-99.000,.266
19660415,36.800,39.089,1.330,3.105,.610,1.616,1.180,5.279,.170,.721,1.070,3.790,.350,.776,-99.000,.527,-99.000,.180,-99.000,.427,-99.000,.481
19660416,37.400,39.106,2.210,3.233,.620,1.616,1.680,6.624,.190,.952,1.080,4.586,.460,1.276,-99.000,.527,-99.000,.180,-99.000,.532,-99.000,.694
19660417,44.000,39.660,3.090,3.395,.890,1.616,2.390,7.871,.220,1.155,1.100,5.232,.560,1.738,-99.000,.527,-99.000,.180,-99.000,.679,-99.000,.835
19660418,49.700,41.506,3.970,3.621,1.160,1.638,3.920,8.900,.240,1.393,1.420,5.787,.670,2.160,-99.000,.527,-99.000,.180,-99.000,.892,-99.000,.970
19660419,63.600,45.586,4.850,4.984,1.430,2.584,7.300,13.682,.260,2.411,4.050,8.537,.870,3.858,-99.000,.527,-99.000,.180,-99.000,2.770,-99.000,1.890
19660420,73.600,53.232,5.730,11.358,1.700,6.732,11.400,20.293,.260,5.192,20.200,10.700,1.450,6.415,-99.000,2.587,-99.000,.180,-99.000,6.669,-99.000,3.005
19660421,83.400,66.519,6.800,23.151,5.160,13.742,20.300,23.852,.620,8.210,-99.000,11.448,2.320,7.225,-99.000,2.380,-99.000,.180,-99.000,8.550,-99.000,3.026
19660422,104.000,88.482,15.100,35.518,8.620,20.609,31.000,25.364,2.090,10.256,-99.000,13.649,4.240,7.208,-99.000,2.078,-99.000,.180,-99.000,9.349,-99.000,2.867
19660423,129.000,120.299,24.600,51.139,12.100,29.709,44.200,37.828,8.290,14.085,-99.000,20.890,8.480,9.589,-99.000,3.734,-99.000,.180,-99.000,13.577,-99.000,4.181
19660424,159.000,163.454,50.700,73.802,15.500,41.044,56.100,50.944,12.900,17.821,-99.000,25.297,12.100,11.936,-99.000,5.916,-99.000,.430,-99.000,16.129,-99.000,5.077
19660425,197.000,214.170,57.500,89.726,19.000,48.845,66.900,53.466,17.600,18.476,-99.000,25.514,14.800,11.840,-99.000,4.716,-99.000,.843,-99.000,15.096,-99.000,4.697
19660426,489.000,270.223,67.100,140.826,21.300,69.985,61.900,55.636,23.900,26.781,-99.000,26.018,18.500,18.194,-99.000,14.306,-99.000,.846,-99.000,25.628,-99.000,7.756
19660427,576.000,329.632,75.700,171.334,23.600,83.574,52.800,52.899,18.800,29.629,-99.000,24.823,21.600,18.605,-99.000,9.548,-99.000,.679,-99.000,25.387,-99.000,7.288
19660428,700.000,383.162,75.000,166.065,25.900,84.190,51.800,47.262,19.600,27.055,-99.000,22.966,24.100,16.485,-99.000,5.558,-99.000,.510,-99.000,21.146,-99.000,6.121
19660429,882.000,418.770,93.200,144.618,27.800,76.817,60.200,41.913,23.200,23.077,58.100,21.410,28.600,14.435,-99.000,3.846,-99.000,.385,-99.000,17.218,-99.000,5.249
19660430,717.000,432.863,96.000,126.425,29.700,69.194,68.900,37.998,22.800,20.804,47.000,20.012,34.300,14.085,-99.000,4.128,-99.000,.303,-99.000,15.964,-99.000,5.179
19660501,680.000,428.246,107.000,109.100,32.000,60.631,74.600,34.396,22.400,18.360,39.000,18.696,34.200,12.849,-99.000,3.254,-99.000,.252,-99.000,13.786,-99.000,4.583
19660502,554.000,409.657,118.000,94.332,41.300,52.899,63.800,31.097,27.100,16.180,36.200,17.574,34.300,11.550,-99.000,3.407,-99.000,.584,-99.000,11.979,-99.000,4.034
19660503,452.000,382.838,160.000,84.141,55.000,47.266,70.700,27.996,36.100,14.811,33.700,16.877,17.200,10.726,-99.000,6.804,-99.000,1.709,-99.000,11.097,-99.000,3.742
19660504,465.000,353.535,165.000,79.884,70.100,44.204,81.900,25.369,47.000,13.443,36.600,15.902,14.200,10.306,-99.000,14.278,-99.000,3.330,-99.000,10.794,-99.000,3.613
19660505,477.000,325.973,256.000,82.738,118.000,43.970,95.000,23.509,78.300,12.720,40.600,14.430,19.500,10.261,-99.000,21.275,-99.000,4.616,-99.000,11.221,-99.000,3.635
19660506,664.000,302.504,348.000,95.402,172.000,47.824,113.000,21.656,133.000,13.406,53.000,12.996,31.200,10.668,-99.000,29.610,-99.000,6.241,-99.000,12.870,-99.000,3.842
19660507,1010.000,285.999,421.000,141.448,616.000,63.366,110.000,21.477,162.000,17.642,55.200,11.800,43.000,13.406,-99.000,61.612,-99.000,13.833,-99.000,18.004,-99.000,5.175
19660508,1290.000,282.781,673.000,204.181,529.000,81.914,122.000,22.245,159.000,22.275,43.000,11.688,55.800,15.942,-99.000,91.921,-99.000,17.912,-99.000,21.443,-99.000,6.137
19660509,1570.000,297.110,672.000,240.912,428.000,92.341,140.000,20.804,117.000,23.309,41.400,10.868,45.100,16.023,-99.000,87.248,-99.000,15.595,-99.000,20.707,-99.000,5.926
19660510,1700.000,326.027,578.000,240.331,343.000,93.677,144.000,17.532,89.000,21.617,49.000,9.526,35.400,14.839,-99.000,67.305,-99.000,12.367,-99.000,18.415,-99.000,5.321
19660511,1530.000,357.530,419.000,220.039,242.000,90.020,92.000,13.606,60.000,19.190,36.600,7.859,25.000,13.541,-99.000,50.965,-99.000,9.655,-99.000,16.442,-99.000,4.781
19660512,1260.000,379.169,374.000,199.360,224.000,86.036,78.500,10.623,55.000,17.315,33.000,8.033,21.800,12.669,-99.000,43.284,-99.000,8.932,-99.000,15.580,-99.000,4.480
19660513,979.000,384.251,471.000,186.797,334.000,84.030,77.000,8.349,60.000,16.503,32.400,7.561,21.000,11.303,-99.000,44.650,-99.000,9.600,-99.000,15.512,-99.000,4.297
19660514,930.000,405.552,766.000,189.806,603.000,86.782,74.000,26.951,97.500,23.034,39.800,21.353,22.600,14.867,-99.000,51.740,-99.000,11.376,-99.000,23.378,-99.000,6.684
19660515,1150.000,445.529,900.000,196.414,700.000,90.288,139.000,43.686,157.000,25.847,80.800,28.437,34.400,13.457,-99.000,54.006,-99.000,11.919,-99.000,24.495,-99.000,5.561
19660516,1930.000,478.851,940.000,202.949,700.000,94.257,161.000,41.366,120.000,25.090,72.800,26.879,39.200,9.386,-99.000,57.310,-99.000,12.811,-99.000,23.450,-99.000,3.435
19660517,1910.000,482.744,1130.000,213.323,831.000,97.038,140.000,29.336,106.000,22.471,54.100,21.672,37.300,5.770,-99.000,73.831,-99.000,16.710,-99.000,19.889,-99.000,1.932
19660518,1850.000,460.352,1670.000,228.511,1070.000,99.700,137.000,19.247,108.000,17.645,53.000,15.265,43.000,4.014,-99.000,82.926,-99.000,19.240,-99.000,13.499,-99.000,1.398
19660519,2110.000,427.478,1840.000,243.336,1000.000,103.495,144.000,13.492,89.000,13.610,54.100,9.937,43.000,3.415,-99.000,86.058,-99.000,20.849,-99.000,10.332,-99.000,1.320
19660520,2580.000,396.294,1670.000,250.822,874.000,106.174,144.000,10.018,73.700,10.787,51.000,6.662,41.100,2.949,-99.000,86.689,-99.000,22.453,-99.000,8.507,-99.000,1.153
19660521,2700.000,377.766,1630.000,316.279,933.000,131.323,119.000,10.581,71.000,12.989,44.000,6.695,33.500,4.519,-99.000,138.527,-99.000,36.638,-99.000,13.799,-99.000,2.131
19660522,2270.000,374.728,2100.000,354.135,1220.000,149.817,98.000,9.233,81.400,12.412,36.600,5.268,28.400,3.580,-99.000,125.664,-99.000,33.891,-99.000,11.087,-99.000,1.312
19660523,2580.000,382.059,1100.000,325.854,725.000,141.448,69.200,7.461,55.000,10.403,28.000,3.778,23.400,2.642,-99.000,106.561,-99.000,29.165,-99.000,8.176,-99.000,.917
19660524,2220.000,389.997,808.000,278.340,435.000,117.682,60.000,6.089,37.000,8.377,24.500,2.811,15.900,2.109,-99.000,101.001,-99.000,27.962,-99.000,6.415,-99.000,.771
19660525,1410.000,391.139,826.000,240.314,367.000,94.119,58.000,5.190,28.100,7.197,22.600,2.374,13.200,1.930,-99.000,99.729,-99.000,28.705,-99.000,6.055,-99.000,.772
19660526,1170.000,402.442,730.000,486.810,321.000,202.239,48.200,7.825,25.400,33.036,21.200,4.359,11.500,8.713,-99.000,245.994,-99.000,73.762,-99.000,48.502,-99.000,4.471
19660527,1160.000,482.659,2580.000,946.053,1810.000,434.419,46.300,14.007,61.400,79.665,21.200,6.907,11.500,18.511,-99.000,344.898,-99.000,106.995,-99.000,90.397,-99.000,8.247
19660528,1590.000,711.165,4160.000,1134.740,2760.000,540.866,46.300,26.858,199.000,93.691,20.800,13.300,18.600,23.874,-99.000,323.398,-99.000,103.314,-99.000,88.852,-99.000,9.770
19660529,4770.000,1020.739,2440.000,962.456,1460.000,482.637,60.000,47.083,132.000,78.067,72.800,22.507,32.600,22.027,-99.000,190.921,-99.000,62.095,-99.000,66.625,-99.000,8.454
19660530,3950.000,1212.268,1200.000,706.268,777.000,371.320,147.000,54.553,95.800,55.282,61.800,32.694,26.700,16.573,-99.000,114.675,-99.000,33.638,-99.000,43.959,-99.000,5.888
19660531,2510.000,1205.373,756.000,496.199,449.000,268.275,107.000,44.990,57.500,35.531,37.400,32.850,20.200,10.291,-99.000,77.224,-99.000,20.977,-99.000,26.414,-99.000,3.118
19660601,1660.000,1067.104,550.000,345.925,292.000,185.439,89.000,30.783,40.500,21.207,31.800,27.480,14.800,5.444,-99.000,61.894,-99.000,16.724,-99.000,13.463,-99.000,1.355
19660602,1180.000,887.723,480.000,293.612,232.000,141.130,57.000,19.193,30.000,12.940,28.000,21.232,11.500,2.934,-99.000,122.621,-99.000,44.239,-99.000,8.036,-99.000,.741
19660603,916.000,723.381,480.000,298.076,258.000,134.117,56.000,11.900,30.000,11.248,22.200,15.901,9.980,1.900,-99.000,127.218,-99.000,42.862,-99.000,11.695,-99.000,.581
