Date,5115_Qm,5115_Qs,5105_Qm,5105_Qs,5094_Qm,5094_Qs,5765_Qm,5765_Qs,5092_Qm,5092_Qs,5135_Qm,5135_Qs,5132_Qm,5132_Qs,5151_Qm,5151_Qs,5085_Qm,5085_Qs,5122_Qm,5122_Qs,5171_Qm,5171_Qs,5736_Qm,5736_Qs,5211_Qm,5211_Qs,5208_Qm,5208_Qs,5239_Qm,5239_Qs,5238_Qm,5238_Qs
20080421,662.100,1971.029,206.000,288.548,81.700,92.723,72.000,53.990,41.400,28.146,25.000,10.903,20.200,5.096,41.300,33.126,16.200,.535,7.310,19.498,10.700,2.573,8.230,6.145,37.100,5.475,14.100,.140,1.580,.509,.780,.105
20080422,662.100,1863.352,213.000,253.528,80.400,79.224,85.900,47.928,41.400,23.471,27.800,8.817,20.200,4.472,40.100,30.645,16.900,.449,8.450,16.640,10.600,1.801,8.850,5.642,34.500,3.994,13.700,.084,1.580,.422,.780,.099
20080423,676.700,1741.758,217.000,223.937,76.500,69.566,87.900,43.424,42.600,20.278,27.800,7.830,21.100,4.648,40.100,28.887,16.900,.439,8.850,14.468,10.600,1.402,8.850,5.324,33.000,2.997,13.300,.110,1.580,.814,1.500,.545
20080424,701.500,1615.556,220.000,206.611,85.800,71.107,86.500,42.384,43.800,22.802,28.600,11.991,21.100,12.930,41.300,29.583,17.500,1.527,8.850,15.026,10.900,1.540,9.070,5.286,31.500,2.406,14.500,.188,1.580,1.489,2.280,1.023
20080425,747.700,1495.731,222.000,196.968,94.200,72.086,84.600,40.924,47.500,21.092,28.600,13.732,20.200,10.965,42.500,28.620,16.200,1.015,8.450,13.381,11.700,1.316,9.290,5.083,30.700,2.011,18.100,.136,1.580,2.070,3.420,1.100
20080426,818.000,1390.060,222.000,195.587,99.800,75.575,81.300,41.597,45.000,22.480,27.100,16.139,18.600,14.383,43.800,28.913,16.200,1.595,8.050,13.854,12.800,1.542,9.730,5.120,30.500,1.932,19.000,.376,1.580,3.768,4.710,2.026
20080427,863.500,1300.454,232.000,205.189,101.000,90.439,86.500,45.156,43.800,28.433,27.800,26.366,20.200,27.919,47.700,30.082,16.200,3.931,8.050,13.643,12.800,1.657,10.600,5.133,33.000,2.414,25.100,.753,1.680,5.794,5.870,2.828
20080428,898.700,1224.610,255.000,218.456,99.800,101.739,103.000,46.232,46.200,30.451,30.000,28.842,20.200,24.773,50.300,30.539,16.200,3.273,8.050,14.123,14.600,1.430,10.600,4.944,37.100,3.473,30.400,1.351,1.780,8.343,7.420,3.824
20080429,922.700,1160.302,263.000,224.672,107.000,98.767,112.000,44.819,56.800,24.980,33.400,23.062,24.600,16.038,50.300,29.177,16.900,1.715,8.050,12.181,13.900,1.087,10.600,4.667,42.200,4.409,29.300,1.304,2.240,9.806,9.000,4.066
20080430,922.700,1103.438,283.000,216.403,115.000,84.653,119.000,40.874,59.500,17.763,33.400,14.575,25.500,6.801,50.300,26.825,18.200,.389,10.800,9.609,11.900,.488,10.400,4.221,45.200,4.468,29.300,.867,4.440,9.997,10.500,3.830
20080501,904.700,1048.351,294.000,197.061,117.000,68.783,122.000,36.455,58.100,12.814,32.500,8.343,26.500,2.496,50.300,24.636,18.200,.150,10.800,7.335,10.400,.139,9.730,3.803,47.900,3.811,27.200,.440,8.500,9.398,10.700,3.428
20080502,892.800,990.555,291.000,175.555,115.000,56.496,114.000,33.083,56.800,9.598,32.500,5.114,25.500,1.511,47.700,22.886,18.200,.082,10.800,5.674,9.470,.285,9.290,3.671,49.900,3.067,23.500,.325,10.500,11.370,11.200,4.757
20080503,892.800,930.398,291.000,156.649,114.000,48.166,105.000,30.737,56.800,7.664,32.500,3.986,24.600,2.527,45.100,21.542,18.200,.173,10.300,4.502,9.150,.392,9.510,3.591,52.900,2.462,20.900,.261,16.100,12.758,11.700,5.181
20080504,928.800,872.828,280.000,140.502,111.000,41.561,99.900,28.272,54.100,5.870,31.700,3.291,24.600,1.585,43.800,20.113,18.800,.091,10.300,3.364,9.470,.260,9.510,3.409,52.900,1.995,19.900,.184,21.800,14.653,12.200,5.953
20080505,1010.200,830.716,277.000,144.906,110.000,67.587,99.200,32.638,60.900,18.857,34.200,25.423,27.400,39.672,53.000,23.688,25.600,4.975,13.600,5.543,10.900,1.581,10.900,3.826,53.900,2.136,21.400,.997,27.400,17.402,12.900,7.142
20080506,1187.300,815.003,294.000,177.698,124.000,115.731,119.000,39.511,89.700,35.110,44.400,52.940,36.700,57.326,119.000,26.470,37.600,8.156,24.500,7.437,15.100,1.942,21.200,3.923,54.900,3.757,37.300,2.334,32.300,21.145,13.800,8.706
20080507,1416.700,834.468,335.000,230.434,180.000,153.400,141.000,46.279,117.000,45.798,55.600,63.925,42.400,61.098,131.000,28.068,43.400,9.852,36.600,8.675,23.100,1.805,22.400,3.857,54.900,6.525,40.900,3.019,32.900,22.774,15.100,8.944
20080508,1629.600,888.386,419.000,278.284,225.000,167.906,166.000,50.085,141.000,49.380,62.000,62.301,44.800,56.180,126.000,29.203,47.700,10.281,37.700,8.931,28.300,1.854,20.800,3.814,55.900,8.741,41.500,3.195,33.500,23.300,16.300,8.952
20080509,1767.200,964.782,468.000,305.010,260.000,167.661,187.000,51.105,143.000,48.289,57.700,57.536,43.600,51.057,119.000,29.035,46.800,9.773,38.900,8.620,26.300,1.778,16.000,3.713,57.900,9.561,35.500,2.976,33.200,23.241,17.600,8.845
20080510,1843.800,1044.243,507.000,313.535,251.000,165.637,196.000,52.159,133.000,51.450,58.700,53.921,43.600,48.176,110.000,30.263,46.800,10.921,38.900,9.123,21.300,1.560,15.300,3.559,58.900,9.713,29.300,3.005,33.200,22.693,17.900,8.563
20080511,1882.900,1106.072,519.000,311.499,231.000,159.251,199.000,52.687,123.000,47.843,57.700,48.842,43.600,42.481,101.000,29.800,44.200,9.527,40.000,8.506,16.000,1.339,14.100,3.424,61.400,9.358,25.100,2.693,32.900,21.742,16.700,8.135
20080512,1902.700,1134.728,519.000,300.728,220.000,146.083,198.000,51.408,111.000,41.381,55.600,41.324,42.400,34.298,84.200,28.849,40.900,7.875,37.700,7.486,12.500,1.089,12.800,3.246,62.900,8.814,21.400,2.483,32.300,21.141,15.400,7.962
20080513,1824.400,1124.397,507.000,281.989,204.000,128.205,192.000,48.895,100.000,33.620,51.400,32.534,40.100,25.294,78.200,27.470,40.000,6.034,34.500,6.185,10.300,.814,11.400,3.045,64.400,8.063,19.000,2.139,31.100,20.317,14.000,7.613
20080514,1720.500,1079.266,492.000,257.120,189.000,108.374,182.000,45.449,91.400,25.557,48.300,23.757,35.600,16.700,75.300,25.766,34.500,4.203,30.400,4.756,8.840,.505,9.290,2.815,64.400,7.037,19.500,1.667,29.400,19.210,12.700,7.137
20080515,1611.800,1009.396,465.000,228.667,166.000,88.546,164.000,41.439,79.800,17.669,44.400,15.672,31.400,8.859,68.100,23.864,33.100,2.445,27.300,3.267,7.580,.167,7.810,2.551,62.900,5.818,16.200,1.128,27.400,18.186,11.900,6.757
20080516,1524.900,925.951,430.000,200.740,149.000,72.901,145.000,37.562,70.900,12.098,42.500,10.748,30.400,6.117,57.000,22.109,31.000,1.384,22.800,2.197,6.640,.088,7.030,2.301,59.900,4.544,14.100,.639,24.700,17.271,11.400,6.426
20080517,1449.400,838.165,401.000,178.554,129.000,62.935,127.000,34.809,65.100,8.662,46.400,8.417,29.400,4.808,51.600,21.087,30.300,.957,19.400,1.393,6.010,.662,6.450,2.201,57.900,3.450,11.700,.375,22.800,17.017,11.400,6.446
20080518,1368.600,752.806,363.000,160.928,123.000,54.985,113.000,32.077,65.100,5.633,50.400,7.072,27.400,4.133,45.100,19.774,29.600,.336,17.800,.680,6.170,.854,6.830,2.122,53.900,2.600,10.600,.204,20.900,16.652,11.900,6.289
20080519,1306.200,675.195,335.000,150.742,117.000,58.641,103.000,31.291,62.300,10.471,40.500,15.482,27.400,21.040,40.100,20.062,29.600,3.208,16.400,1.198,6.480,1.161,8.430,2.097,50.900,2.258,10.600,.509,23.300,19.450,12.100,7.914
20080520,1260.700,607.273,302.000,147.146,112.000,65.936,93.100,30.913,60.900,13.707,40.500,21.561,33.500,21.296,43.800,20.239,32.400,3.387,19.400,1.291,5.700,1.132,8.230,2.013,47.900,2.403,10.900,.827,28.500,21.553,12.400,8.587
20080521,1238.400,549.773,277.000,145.612,108.000,65.553,85.900,29.754,65.100,11.472,43.500,19.058,31.400,14.749,43.800,19.381,31.000,2.153,24.500,.710,5.390,.905,7.610,1.861,43.200,2.707,10.600,.815,35.100,22.160,13.200,8.539
20080522,1253.200,502.362,263.000,142.366,105.000,62.857,76.000,28.042,59.500,13.298,39.600,16.904,29.400,14.572,38.900,18.800,30.300,3.477,25.400,.784,5.230,.658,6.830,1.698,40.200,2.857,9.430,.670,40.600,22.407,13.800,8.573
20080523,1245.800,463.876,255.000,135.706,101.000,57.968,72.000,25.871,56.800,11.927,36.800,13.463,28.400,9.998,35.400,17.759,29.000,2.638,23.700,.431,4.450,.361,6.640,1.496,37.100,2.703,8.300,.422,37.500,21.885,14.600,8.257
20080524,1223.600,433.099,236.000,128.161,97.000,52.010,70.700,23.865,54.100,8.926,34.200,9.735,29.400,6.057,34.200,16.840,27.600,1.573,21.100,.261,3.670,.635,6.450,1.448,33.900,2.484,7.600,.399,32.000,22.477,15.100,8.665
20080525,1187.300,409.746,227.000,125.861,97.000,52.216,69.400,23.801,51.400,8.640,36.000,12.024,30.400,13.542,33.100,16.944,26.200,1.911,20.300,.394,3.670,1.472,7.610,1.636,31.000,2.358,7.600,.473,29.100,24.233,16.300,9.527
20080526,1187.300,394.689,217.000,128.783,99.800,55.447,69.400,23.827,48.800,9.991,35.100,16.088,28.400,16.902,31.900,17.005,28.300,2.544,19.400,.462,5.230,1.854,7.810,1.675,27.900,2.421,7.280,.644,28.200,26.459,17.000,10.436
20080527,1201.800,391.728,222.000,133.323,99.800,57.961,68.100,23.948,48.800,10.524,34.200,17.431,27.400,16.115,33.100,16.773,29.000,2.509,19.400,.399,7.580,1.683,7.810,1.580,25.300,2.648,5.490,.748,26.800,27.958,17.600,10.883
20080528,1275.800,410.427,241.000,156.329,101.000,93.782,81.300,27.963,51.400,24.213,36.800,49.797,30.400,62.292,33.100,18.286,30.300,7.529,21.900,1.462,8.370,3.339,13.100,2.050,23.200,3.663,4.940,1.527,27.600,31.353,17.300,12.442
20080529,1368.600,469.094,253.000,222.106,115.000,182.010,101.000,35.220,70.900,63.632,52.500,109.495,61.000,120.632,37.700,22.707,41.700,18.690,38.900,5.430,14.900,4.851,21.600,2.527,22.900,6.691,4.940,3.143,33.200,34.268,20.500,13.473
20080530,1550.600,594.111,285.000,303.083,160.000,221.506,111.000,38.706,104.000,66.135,117.000,112.183,89.500,104.779,54.300,23.485,60.900,15.937,44.700,5.490,23.700,4.493,27.500,2.404,24.400,9.817,4.940,3.383,37.500,37.825,20.500,14.893
20080531,1805.200,792.594,369.000,360.692,263.000,234.344,121.000,40.855,111.000,72.717,140.000,109.455,86.700,103.087,50.300,24.608,56.500,18.043,55.500,6.684,27.800,4.425,24.500,2.311,25.300,14.665,5.490,5.585,35.500,42.446,19.000,16.774
20080601,1993.400,1014.121,457.000,379.997,254.000,222.464,126.000,40.795,109.000,65.064,139.000,95.707,89.500,86.401,51.600,24.266,60.900,15.043,49.500,6.044,28.700,4.165,20.000,2.183,25.500,18.034,5.770,5.631,33.500,43.146,17.900,16.532
20080602,2108.200,1180.935,500.000,368.021,220.000,195.806,117.000,39.126,113.000,53.151,133.000,77.954,83.800,68.086,49.000,23.156,57.600,11.847,44.700,4.796,24.000,3.727,18.100,1.995,26.400,18.762,6.320,5.129,32.000,42.050,17.600,15.884
20080603,2140.300,1252.998,504.000,338.841,202.000,166.288,106.000,36.709,104.000,42.243,114.000,62.014,78.300,52.998,41.300,21.853,52.500,9.230,38.900,3.638,16.200,3.357,15.000,1.838,26.600,18.006,5.770,4.588,30.200,40.451,17.600,15.218
20080604,2118.900,1239.065,484.000,301.565,194.000,136.809,97.800,33.407,96.600,31.584,98.200,47.208,67.600,38.674,35.400,20.146,47.700,6.645,34.500,2.314,11.100,2.861,11.400,1.603,27.000,16.368,5.490,3.839,32.600,38.505,17.900,14.433
20080605,2076.400,1169.000,441.000,263.255,184.000,111.348,88.500,30.040,88.000,23.422,91.800,35.525,62.300,28.253,31.900,18.649,44.200,4.857,31.400,1.344,8.840,2.449,9.730,1.401,27.200,14.567,5.220,3.237,29.400,36.594,17.600,13.705
20080606,2013.900,1071.950,387.000,237.884,180.000,115.318,79.900,28.508,83.000,30.258,79.900,46.616,59.800,49.370,33.100,19.480,41.700,7.973,29.400,1.991,7.430,2.340,9.070,1.312,28.500,13.281,4.940,3.042,26.800,35.235,17.300,13.257
20080607,1942.600,968.863,353.000,225.130,171.000,117.062,76.000,27.358,78.300,29.622,79.900,46.383,64.900,42.190,29.700,19.497,40.000,6.974,28.300,1.770,6.480,2.320,7.610,1.225,31.500,12.086,4.940,2.627,25.500,34.177,17.300,12.893
20080608,1853.500,872.473,326.000,219.617,171.000,120.538,72.700,27.095,73.800,34.372,74.300,47.712,56.000,45.594,28.600,19.274,37.600,8.949,26.300,1.956,5.700,1.936,6.830,1.062,34.500,10.744,4.940,2.065,23.800,32.871,16.700,12.357
20080609,1748.400,789.046,302.000,213.050,162.000,112.856,70.700,25.346,66.500,29.041,70.900,40.139,58.500,34.306,28.600,17.998,34.500,6.666,27.300,1.101,5.390,1.511,6.080,.842,37.100,9.172,4.700,1.408,22.800,31.106,15.400,11.615
20080610,1629.600,720.360,283.000,209.825,153.000,108.689,66.900,24.935,62.300,25.269,69.800,38.769,51.000,36.058,27.400,17.656,31.000,5.885,28.300,.771,5.700,1.839,5.890,.881,38.700,7.675,4.460,.921,21.800,30.574,12.400,11.585
20080611,1524.900,665.864,263.000,202.799,138.000,96.405,61.800,23.175,56.800,18.663,60.900,31.730,46.100,26.086,24.200,16.295,28.300,3.826,25.400,.370,9.000,1.499,5.890,.712,38.700,6.224,4.220,.401,21.100,29.196,11.700,10.940
20080612,1416.700,623.597,253.000,192.849,128.000,85.447,54.400,21.329,50.100,13.904,53.500,27.866,42.400,24.356,20.400,14.963,26.200,2.661,23.700,.264,10.900,1.458,5.710,.657,37.800,5.003,3.980,.195,21.100,27.391,10.000,10.177
20080613,1337.200,590.613,241.000,182.584,123.000,81.476,44.800,20.033,48.800,13.782,54.500,28.553,42.400,27.105,18.800,14.265,25.600,3.169,22.800,.321,8.680,1.301,6.080,.578,35.600,4.097,3.740,.114,20.600,25.806,9.000,9.602
20080614,1283.300,563.573,224.000,171.539,118.000,75.074,36.900,18.326,46.200,11.377,52.500,24.848,37.800,20.705,17.100,13.264,24.200,2.188,20.300,.209,7.580,1.014,5.710,.436,31.500,3.444,3.540,.074,20.600,24.231,8.530,8.999
20080615,1238.400,539.371,206.000,157.882,110.000,63.696,29.400,16.171,42.600,7.267,47.300,17.574,31.400,12.015,15.500,12.002,22.200,.749,17.100,.136,7.430,.642,5.340,.252,27.600,2.933,3.340,.054,19.900,22.460,8.050,8.285
20080616,1194.500,515.649,191.000,140.963,104.000,50.520,25.400,14.152,39.200,4.336,41.500,10.560,29.400,5.385,13.200,10.573,20.100,.213,15.600,.094,6.170,.191,4.970,.199,23.500,2.491,2.950,.044,18.200,20.568,7.890,7.533
20080617,1130.700,490.990,183.000,122.682,99.200,38.689,23.100,12.514,36.000,2.641,36.800,5.691,26.500,2.047,11.800,9.160,18.200,.084,14.200,.070,5.000,.080,4.450,.185,20.000,2.097,2.590,.038,14.700,18.694,7.740,6.811
20080618,1076.000,464.820,172.000,104.691,97.000,29.429,19.100,11.079,33.100,1.600,32.500,3.171,24.600,1.133,10.500,7.900,16.900,.046,13.000,.057,3.940,.053,4.100,.182,17.000,1.760,2.430,.037,11.700,17.449,7.890,6.437
20080619,1023.100,437.740,166.000,109.290,95.600,78.528,17.500,14.486,34.000,18.621,33.400,48.178,26.500,74.025,11.800,10.795,19.500,7.098,11.900,.302,3.820,1.267,4.800,.578,15.400,1.558,2.260,.129,10.200,19.065,8.530,7.562
20080620,978.300,412.404,162.000,175.201,103.000,164.830,16.800,29.663,39.200,39.611,41.500,98.521,31.400,104.934,25.200,13.340,22.800,11.779,11.300,.715,6.420,4.069,8.640,1.536,14.700,1.500,3.340,.159,11.700,21.551,8.840,8.655
20080621,928.800,394.512,174.000,309.664,107.000,241.228,20.600,36.395,50.100,48.579,48.300,142.940,36.700,143.730,26.300,13.957,47.700,12.938,26.300,.874,8.830,6.193,11.900,3.133,14.400,1.533,3.540,.133,12.500,23.083,9.340,9.050
20080622,886.900,392.728,197.000,417.710,114.000,247.059,32.600,37.057,72.300,42.339,52.500,133.302,33.500,120.719,20.400,13.381,45.900,10.125,27.300,.439,6.900,5.776,11.100,3.149,13.700,1.513,3.540,.094,12.500,22.973,9.170,8.732
20080623,875.100,416.680,222.000,447.466,124.000,216.985,34.700,34.697,62.300,32.119,45.400,107.900,30.400,93.424,17.900,12.133,37.600,7.062,26.300,.228,5.130,5.086,8.020,2.858,13.000,1.381,3.150,.068,12.300,21.884,8.050,8.159
20080624,892.800,470.678,246.000,422.586,118.000,179.440,26.900,30.927,55.400,22.548,40.500,83.524,28.400,70.135,15.500,10.569,33.800,4.459,21.100,.132,3.840,4.382,7.030,2.523,11.700,1.190,2.590,.052,11.300,20.351,6.990,7.502
20080625,953.300,544.675,234.000,376.252,111.000,144.413,19.800,26.869,48.800,14.588,35.100,62.986,26.500,51.026,13.200,9.170,30.300,2.345,16.400,.086,3.070,3.743,6.080,2.209,10.400,1.008,2.430,.043,9.780,18.689,6.570,6.842
20080626,1049.300,615.018,210.000,326.448,99.800,114.146,16.800,23.123,42.600,8.240,31.700,46.056,23.600,35.385,11.800,8.045,27.600,.648,13.000,.064,2.440,3.199,5.710,1.939,9.150,.864,2.430,.038,9.590,16.992,6.000,6.181
20080627,1089.500,659.740,189.000,280.372,91.400,91.149,16.400,19.671,39.200,5.144,29.300,35.101,21.100,27.107,10.500,7.010,24.900,.365,10.800,.059,2.190,2.609,5.520,1.634,8.090,.762,2.430,.035,9.040,15.129,5.360,5.427
20080628,1082.700,671.044,174.000,239.276,84.400,71.502,16.400,16.409,37.100,3.301,27.800,24.614,18.600,16.538,9.460,6.025,24.900,.136,8.850,.053,1.850,2.004,5.150,1.307,7.310,.695,2.430,.034,8.680,13.466,4.710,4.814
20080629,1029.600,653.934,162.000,203.685,79.100,55.503,16.000,13.686,34.000,2.254,25.700,16.012,17.200,8.838,8.430,5.220,22.200,.065,7.680,.049,1.640,1.545,4.450,1.051,6.630,.652,2.100,.033,8.680,12.061,4.350,4.318
20080630,965.800,618.366,152.000,173.277,75.200,43.364,15.700,11.372,32.100,1.629,24.200,10.227,16.500,4.821,7.470,4.540,22.800,.074,6.970,.048,1.470,1.138,2.900,.822,5.860,.625,1.830,.033,8.500,10.781,4.120,3.845
20080701,910.700,573.514,144.000,147.032,72.700,33.748,15.000,9.157,30.200,1.066,24.200,6.232,15.800,2.115,6.540,3.813,21.500,.050,6.290,.047,1.340,.696,2.000,.568,5.380,.608,1.600,.033,8.310,9.587,3.880,3.394
20080702,840.600,525.784,137.000,124.651,67.700,26.409,12.700,7.253,27.400,.682,22.100,3.782,15.100,1.227,5.640,3.195,18.200,.038,6.290,.045,1.160,.336,1.550,.350,4.990,.597,1.490,.033,8.130,8.696,3.310,3.111
20080703,818.000,479.252,134.000,114.121,62.800,37.671,11.000,8.095,25.500,5.708,20.200,16.302,15.800,27.872,6.090,4.895,16.200,2.783,5.950,.060,1.070,.756,1.780,.488,4.890,.622,1.490,.080,8.130,9.953,3.210,4.087
20080704,806.900,436.680,129.000,118.617,56.600,62.758,15.000,10.042,26.400,10.899,21.500,36.270,19.400,42.722,6.540,5.802,16.900,3.395,5.950,.067,1.210,.888,2.630,.514,5.380,.678,2.590,.080,8.500,11.082,3.310,4.503
20080705,785.000,400.050,133.000,152.999,59.000,127.763,21.000,18.662,30.200,28.691,28.600,78.535,19.400,89.106,6.090,7.697,15.600,8.708,6.970,.130,1.530,.802,1.890,.536,6.340,.772,2.950,.102,9.040,11.595,3.420,4.529
20080706,742.500,370.739,148.000,207.152,75.200,161.957,24.900,23.066,29.300,31.263,29.300,83.557,19.400,79.203,5.640,7.939,13.700,7.641,6.970,.113,1.570,.533,1.550,.407,7.510,.841,2.950,.085,9.220,11.545,3.420,4.381
20080707,716.700,349.876,137.000,252.820,71.500,170.080,26.900,24.519,25.500,29.607,24.200,79.379,18.600,73.817,5.220,7.825,13.100,6.819,6.620,.119,1.380,.394,1.440,.350,8.570,.874,2.750,.081,8.130,10.804,3.210,3.955
20080708,701.500,338.562,137.000,268.416,62.800,153.406,26.400,23.175,22.900,22.312,22.100,63.834,17.900,55.183,4.800,6.924,11.900,4.283,5.650,.093,1.200,.127,1.360,.231,7.800,.856,2.430,.065,7.230,9.663,3.100,3.426
20080709,706.500,337.679,129.000,257.570,53.100,129.571,26.400,20.927,20.500,15.844,19.500,48.690,17.200,40.729,4.040,6.090,10.500,2.620,5.080,.075,1.080,.065,1.360,.194,6.630,.809,2.100,.053,6.690,8.668,3.000,3.070
20080710,726.900,346.625,112.000,248.572,49.600,143.965,23.100,24.923,20.500,34.839,17.800,56.310,17.200,57.091,4.800,11.458,13.700,10.803,6.970,.141,.990,.101,1.280,.224,5.950,.869,2.430,.209,6.510,9.817,3.210,4.008
20080711,721.800,362.180,106.000,247.843,48.500,152.852,18.300,28.140,27.400,37.854,17.800,52.708,17.900,47.600,6.540,13.081,20.800,9.482,7.310,.118,.870,.064,1.440,.197,5.860,1.026,3.150,.175,8.130,10.285,4.000,4.058
20080712,696.500,379.139,99.400,244.821,49.600,142.467,15.700,29.000,28.300,31.059,17.200,41.053,16.500,33.882,7.470,12.513,14.900,6.817,6.290,.093,.800,.050,1.360,.186,6.440,1.153,2.950,.119,9.970,10.544,4.840,4.071
20080713,662.100,392.614,99.400,232.946,46.200,123.830,11.600,28.055,24.600,24.037,16.000,30.157,15.100,23.770,7.470,11.622,11.900,4.948,5.080,.074,.700,.046,1.280,.183,7.310,1.147,3.150,.083,9.220,11.180,5.100,4.393
20080714,624.200,399.922,104.000,213.705,45.100,104.163,12.200,25.744,21.200,18.171,14.900,21.104,15.100,15.471,6.090,10.542,11.300,3.472,4.060,.063,.670,.115,1.200,.222,7.410,1.047,2.950,.061,9.040,10.924,5.100,4.114
20080715,596.800,400.733,101.000,194.367,46.200,91.114,10.800,22.794,19.800,13.476,14.300,19.529,13.900,18.461,5.220,9.446,10.500,2.299,3.360,.057,.610,.126,1.120,.255,6.920,.926,2.590,.048,9.400,10.323,4.840,3.796
20080716,583.400,396.476,98.400,210.703,46.200,150.264,16.800,24.959,19.800,38.658,14.900,75.313,14.500,95.019,5.220,13.721,10.500,12.591,3.360,.161,.840,1.066,1.360,.614,6.540,1.070,2.590,.412,9.040,16.838,5.100,7.722
20080717,592.300,391.108,107.000,324.617,53.100,284.415,20.600,38.185,33.100,84.072,27.800,161.972,48.600,172.042,9.460,20.293,23.500,25.184,6.620,.717,4.190,6.537,3.940,1.707,7.020,3.718,4.220,2.388,15.600,32.303,5.610,14.804
20080718,592.300,393.824,127.000,516.445,103.000,388.901,53.200,54.072,60.900,111.651,67.600,201.571,58.500,193.949,42.500,24.109,32.400,30.452,57.900,1.913,17.500,12.523,8.850,3.481,9.740,8.915,4.460,3.164,28.500,41.350,6.000,16.942
20080719,610.400,421.791,187.000,649.121,149.000,407.849,108.000,62.010,105.000,107.964,64.300,189.752,54.800,172.024,40.100,25.123,33.800,27.283,77.000,2.424,31.600,12.670,21.200,3.730,13.600,12.294,6.040,2.999,35.100,50.929,6.710,20.534
20080720,657.300,494.840,272.000,681.737,164.000,374.044,131.000,62.703,94.900,91.779,60.900,160.435,49.800,140.597,36.500,24.383,30.300,22.348,55.500,1.926,86.000,12.080,21.200,3.634,15.500,12.996,6.320,2.574,42.100,53.093,7.280,20.471
20080721,758.200,615.394,360.000,675.061,153.000,370.510,133.000,64.788,83.000,104.256,57.700,157.317,44.800,143.967,30.800,27.178,26.900,27.342,45.900,3.093,118.000,11.343,21.200,3.522,16.700,14.646,6.320,3.584,51.900,53.541,9.850,20.447
20080722,892.800,756.904,465.000,747.051,149.000,475.078,134.000,82.607,100.000,152.251,63.100,223.530,56.000,220.035,40.100,34.970,78.000,40.255,90.200,8.994,90.100,12.918,26.600,4.850,17.800,21.308,7.600,6.582,65.000,57.689,12.700,22.464
20080723,1010.200,887.499,480.000,826.566,263.000,503.586,137.000,93.176,193.000,152.722,113.000,218.801,101.000,197.879,99.300,38.125,85.200,37.046,121.000,10.950,73.500,13.442,22.800,5.321,19.000,26.759,10.600,7.100,74.100,58.223,23.400,22.261
20080724,1096.300,993.712,488.000,839.987,368.000,466.676,138.000,94.176,191.000,132.441,117.000,188.323,104.000,164.605,79.700,37.620,66.400,30.852,86.100,9.898,68.600,12.747,22.800,5.229,21.500,27.993,12.900,6.486,78.100,56.576,34.200,21.382
20080725,1151.700,1073.648,576.000,795.413,350.000,408.013,130.000,90.238,153.000,109.490,107.000,155.277,88.100,132.355,61.000,35.776,55.500,24.947,60.300,8.105,75.400,11.820,22.800,4.954,24.400,26.707,11.300,5.654,67.700,54.240,40.900,20.417
20080726,1180.100,1123.971,617.000,724.526,301.000,349.229,130.000,84.509,127.000,89.033,94.300,126.078,75.500,104.960,51.600,33.678,46.800,19.951,49.500,6.364,69.200,10.918,22.800,4.662,27.200,24.769,9.050,4.964,62.500,51.861,33.100,19.505
20080727,1194.500,1140.342,630.000,648.436,263.000,296.395,123.000,78.302,104.000,71.295,73.200,101.273,68.900,81.984,37.700,31.487,40.900,15.692,38.900,4.734,52.900,10.130,21.200,4.407,29.900,22.700,7.600,4.278,50.900,49.523,23.800,18.615
